TOR_F_SCALE,BEGIN_LAT,BEGIN_LON
F1,29.9,-92.0
F1,36.35,-80.88
F2,34.95,-99.4
F2,34.3,-82.52
F2,35.9,-92.63
F1,43.68,-97.07
F2,37.7,-75.75
F2,33.72,-89.78
F1,40.12,-90.47
F1,41.1,-83.67
F1,41.05,-82.72
F1,33.68,-102.63
F1,33.68,-102.63
F2,35.27,-100.25
F2,33.4,-94.1
F1,32.32,-95.45
F1,33.88,-101.98
F1,35.1,-101.75
F1,34.18,-102.0
F2,31.82,-100.02
F2,33.75,-83.93
F2,33.88,-83.58
F2,33.92,-83.47
F2,33.98,-83.27
F1,31.25,-83.42
F2,30.82,-84.65
F1,36.67,-86.63
F3,33.62,-114.63
F1,33.65,-102.05
F1,35.6,-101.2
F2,32.33,-99.75
F3,30.73,-98.23
F1,30.3,-97.7
F4,31.53,-96.83
F4,31.63,-96.85
F4,31.77,-96.82
F1,42.33,-92.8
F1,43.18,-90.45
F1,43.18,-90.03
F1,30.28,-96.88
F3,33.77,-96.85
F1,32.87,-95.95
F2,33.57,-95.4
F2,33.17,-95.63
F1,32.13,-94.95
F1,32.37,-100.87
F2,31.43,-96.62
F1,31.77,-95.62
F3,31.77,-95.17
F2,32.73,-94.95
F2,33.37,-95.12
F1,45.53,-92.02
F1,43.72,-87.93
F2,32.82,-97.18
F1,30.3,-97.6
F2,31.58,-100.25
F1,45.05,-90.1
F1,29.15,-96.33
F1,28.55,-96.82
F1,34.48,-100.33
F1,30.87,-103.02
F2,35.4,-101.2
F1,32.88,-96.77
F2,32.88,-97.92
F2,32.83,-97.88
F1,35.15,-89.92
F1,36.53,-87.33
F2,31.85,-102.32
F1,33.43,-102.6
F1,32.75,-98.02
F2,32.92,-97.45
F1,33.22,-102.75
F2,30.75,-95.38
F1,36.32,-86.57
F1,35.25,-86.52
F1,35.92,-85.08
F2,36.33,-89.12
F2,35.33,-89.77
F1,36.02,-88.43
F2,35.0,-86.33
F1,30.57,-97.07
F2,30.35,-97.92
F2,31.83,-94.13
F2,29.97,-95.72
F2,31.62,-97.2
F1,44.5,-91.22
F1,45.52,-87.98
F1,45.67,-90.38
F2,32.55,-97.33
F1,31.88,-94.38
F1,31.88,-94.38
F2,35.92,-85.5
F1,35.33,-89.83
F1,35.75,-89.67
F1,36.0,-89.58
F1,36.17,-86.17
F1,36.25,-86.67
F1,32.57,-95.43
F2,32.15,-95.28
F1,31.12,-99.43
F1,31.2,-98.78
F1,30.25,-98.83
F1,30.82,-92.97
F1,30.72,-93.38
F2,30.83,-93.28
F1,29.6,-97.97
F1,32.95,-95.05
F1,36.62,-88.32
F5,31.63,-97.48
F2,33.58,-96.18
F2,32.75,-97.12
F2,33.8,-95.92
F1,32.97,-97.67
F1,31.53,-84.13
F1,29.87,-96.45
F1,37.13,-89.42
F1,40.53,-88.85
F1,40.88,-89.58
F2,40.78,-87.97
F2,41.3,-88.3
F1,45.48,-92.28
F1,42.95,-89.22
F1,43.92,-88.27
F1,44.12,-87.98
F1,32.72,-100.92
F2,30.6,-87.3
F2,30.73,-86.8
F1,40.13,-91.38
F1,40.6,-91.2
F1,33.53,-102.32
F2,29.8,-95.02
F2,41.27,-90.83
F2,37.3,-95.0
F2,41.33,-90.65
F1,37.7,-95.5
F1,32.07,-91.7
F2,31.52,-91.25
F2,31.55,-91.27
F2,29.83,-91.08
F1,30.0,-92.2
F1,37.33,-97.3
F2,39.0,-84.7
F1,38.58,-85.33
F2,32.75,-97.33
F1,29.3,-95.27
F1,34.62,-101.77
F1,33.08,-84.88
F1,34.83,-83.33
F1,34.67,-85.17
F2,33.25,-85.08
F3,33.72,-84.5
F1,34.32,-83.22
F3,33.87,-83.63
F1,32.13,-81.28
F2,41.85,-88.1
F1,30.42,-94.17
F1,37.12,-96.2
F1,37.43,-95.92
F2,37.95,-95.05
F1,37.52,-94.87
F2,38.53,-97.82
F3,38.35,-98.02
F3,38.62,-97.77
F3,39.05,-97.58
F2,39.3,-97.6
F3,38.97,-97.47
F3,39.08,-97.37
F3,39.3,-97.37
F3,37.1,-100.08
F1,36.2,-85.3
F1,36.35,-83.52
F1,27.87,-82.17
F1,28.33,-82.17
F2,28.27,-81.47
F2,28.52,-81.43
F2,28.5,-80.8
F2,27.13,-80.2
F1,27.32,-81.38
F2,29.07,-82.1
F1,27.77,-82.78
F2,28.22,-82.17
F1,28.03,-81.72
F2,28.1,-81.67
F1,28.42,-80.75
F1,27.5,-82.5
F1,28.17,-82.08
F3,37.62,-99.75
F3,39.13,-97.3
F3,39.38,-97.12
F3,39.57,-97.03
F1,33.92,-83.67
F1,39.28,-86.77
F1,39.17,-86.53
F1,36.5,-86.0
F1,35.23,-90.0
F1,30.43,-84.98
F2,29.55,-82.1
F2,29.6,-82.07
F2,29.67,-81.55
F3,37.8,-99.3
F3,37.13,-99.52
F3,39.73,-96.97
F1,30.52,-84.37
F1,30.5,-81.5
F1,30.2,-85.8
F2,39.73,-98.97
F1,28.17,-96.98
F2,30.12,-94.87
F2,29.95,-94.3
F2,33.0,-97.62
F2,33.07,-94.72
F1,33.73,-102.3
F1,34.22,-102.82
F1,30.15,-94.17
F2,33.07,-97.0
F3,32.8,-95.68
F2,33.3,-94.42
F2,32.5,-94.37
F1,42.32,-92.5
F2,42.48,-96.07
F2,42.47,-96.05
F3,32.37,-97.38
F1,30.33,-95.5
F2,29.65,-97.27
F2,29.75,-97.25
F1,33.0,-96.72
F1,30.63,-97.12
F3,32.35,-97.4
F2,32.28,-99.32
F2,31.68,-99.98
F1,46.73,-117.0
F1,32.45,-94.95
F1,29.68,-95.23
F1,31.52,-100.17
F1,27.1,-82.45
F2,31.68,-99.98
F2,31.68,-99.98
F1,26.6,-81.83
F2,27.92,-82.92
F2,28.02,-82.67
F2,25.42,-80.42
F1,25.47,-80.33
F1,30.33,-87.17
F2,33.87,-100.37
F1,33.33,-100.73
F1,32.72,-100.25
F2,35.22,-101.88
F2,32.47,-100.4
F1,32.35,-99.88
F1,30.07,-97.7
F1,29.03,-95.23
F1,29.52,-95.45
F1,29.95,-94.2
F1,29.55,-95.13
F2,31.32,-98.38
F3,30.5,-91.08
F2,35.2,-101.57
F1,35.48,-102.12
F2,35.3,-101.33
F2,35.55,-101.2
F3,34.18,-101.75
F1,29.38,-99.03
F4,28.83,-99.22
F3,32.08,-96.47
F2,32.83,-93.33
F2,31.1,-97.33
F1,38.53,-102.35
F5,33.83,-88.13
F5,34.15,-87.63
F5,34.3,-87.35
F5,34.43,-87.12
F3,34.53,-86.9
F1,31.3,-85.1
F2,31.4,-85.13
F2,32.63,-87.32
F2,34.15,-86.22
F3,34.57,-86.83
F3,34.6,-86.78
F3,34.8,-86.32
F4,33.62,-87.6
F5,34.8,-86.77
F4,33.7,-87.48
F5,34.7,-87.05
F5,34.83,-86.78
F4,33.95,-87.13
F1,33.98,-86.58
F1,34.15,-86.35
F1,33.57,-86.75
F2,31.22,-87.47
F1,31.2,-86.5
F2,36.95,-92.65
F2,29.95,-91.03
F1,32.28,-81.72
F1,38.97,-89.1
F2,40.07,-91.37
F1,38.65,-83.82
F5,37.73,-86.53
F1,29.0,-82.7
F1,35.17,-77.5
F2,36.52,-84.87
F3,41.28,-87.42
F3,38.72,-87.73
F2,39.58,-88.17
F2,32.77,-96.78
F4,34.45,-84.25
F2,38.67,-86.78
F3,31.93,-85.97
F3,31.72,-85.88
F1,34.92,-102.45
F2,43.13,-100.92
F1,47.47,-96.35
F1,34.1,-96.85
F1,36.73,-96.0
F1,34.92,-95.77
F1,35.53,-86.77
F2,36.27,-86.2
F1,35.6,-86.68
F3,35.83,-86.43
F1,35.45,-86.85
F1,36.38,-85.33
F3,35.92,-86.05
F1,36.8,-95.92
F1,34.0,-96.35
F2,46.32,-96.07
F2,35.67,-84.17
F2,35.52,-84.35
F3,35.18,-84.87
F2,36.13,-86.73
F3,35.22,-84.7
F1,35.6,-86.93
F3,35.27,-84.63
F1,33.58,-79.0
F1,33.02,-80.18
F1,40.4,-79.58
F1,42.05,-79.17
F1,36.55,-94.83
F2,34.93,-77.78
F2,34.82,-78.05
F1,33.5,-79.03
F2,40.82,-74.83
F1,39.8,-74.2
F1,43.3,-73.98
F1,44.28,-94.2
F1,46.3,-93.97
F1,34.33,-94.75
F2,34.83,-94.75
F1,33.78,-94.88
F1,36.1,-83.77
F2,35.93,-85.33
F2,33.22,-104.53
F2,35.12,-107.17
F4,35.0,-86.43
F4,36.03,-85.57
F4,36.08,-85.47
F4,35.12,-86.32
F4,36.52,-85.08
F4,36.18,-85.27
F4,35.35,-86.07
F4,36.25,-85.08
F3,35.25,-86.0
F2,35.52,-85.77
F1,35.28,-86.92
F3,36.35,-85.38
F1,35.75,-85.83
F1,36.03,-85.4
F3,36.25,-84.67
F3,36.28,-84.62
F1,33.87,-82.33
F1,41.47,-81.15
F1,33.78,-81.72
F1,35.03,-83.8
F1,35.05,-83.67
F1,33.9,-81.55
F1,32.98,-80.1
F1,30.03,-93.12
F2,30.2,-93.4
F2,35.27,-83.98
F2,35.33,-83.82
F4,34.97,-84.22
F2,35.82,-81.53
F1,34.78,-76.73
F1,34.8,-76.42
F1,34.93,-76.3
F2,34.93,-76.28
F2,41.42,-76.55
F2,33.73,-90.8
F1,45.75,-87.07
F1,43.5,-85.18
F1,43.58,-84.07
F1,44.75,-84.18
F3,45.08,-85.1
F1,32.37,-93.08
F1,35.07,-84.03
F1,35.35,-81.33
F1,35.75,-81.7
F1,35.12,-82.83
F3,45.07,-84.85
F1,42.55,-84.7
F1,44.85,-98.93
F1,44.67,-100.5
F1,44.35,-101.9
F2,41.83,-84.38
F2,41.78,-84.33
F3,41.8,-83.52
F2,44.17,-83.93
F1,42.12,-85.53
F2,43.47,-84.58
F1,45.97,-87.75
F3,42.42,-84.0
F2,31.17,-85.28
F1,38.1,-75.42
F4,33.27,-88.2
F1,41.9,-85.2
F2,42.03,-83.25
F2,41.92,-84.65
F2,41.5,-74.5
F2,33.68,-89.75
F1,40.4,-96.25
F1,40.13,-98.93
F2,33.55,-85.47
F5,34.47,-87.48
F2,34.33,-87.73
F1,36.97,-93.72
F3,34.7,-86.72
F2,32.88,-85.23
F1,33.87,-85.83
F2,33.43,-87.83
F2,33.88,-86.77
F1,40.1,-99.22
F2,40.03,-98.1
F1,40.25,-96.45
F1,31.22,-85.38
F1,32.48,-90.7
F3,32.12,-90.72
F2,33.38,-88.8
F1,31.0,-89.03
F2,32.47,-89.95
F3,31.77,-89.95
F2,43.7,-85.48
F2,44.47,-84.73
F2,42.65,-82.97
F1,41.92,-85.9
F2,42.73,-85.98
F2,42.05,-86.3
F2,33.73,-90.38
F1,46.93,-98.8
F1,41.12,-83.02
F1,40.88,-82.65
F1,41.63,-83.17
F1,39.58,-84.32
F1,42.72,-82.8
F2,42.35,-83.45
F1,42.58,-82.95
F1,42.93,-100.75
F2,33.75,-88.28
F3,33.67,-87.83
F1,43.6,-84.23
F2,43.02,-83.63
F1,42.05,-86.53
F1,43.65,-83.12
F2,33.85,-90.72
F2,33.67,-89.92
F3,40.32,-97.73
F1,41.03,-98.93
F1,47.73,-94.75
F1,42.2,-98.4
F3,41.33,-99.62
F3,41.2,-99.3
F1,44.08,-92.53
F1,44.45,-95.78
F1,46.22,-93.47
F1,44.87,-93.0
F2,33.33,-93.77
F1,40.83,-83.08
F2,43.68,-83.25
F1,43.48,-83.33
F1,48.1,-98.8
F1,46.17,-100.2
F1,46.05,-96.6
F2,47.5,-97.32
F2,47.15,-98.57
F2,47.18,-98.17
F3,46.53,-98.47
F2,47.93,-99.42
F2,46.48,-100.13
F3,35.35,-97.67
F3,34.22,-98.03
F3,35.53,-97.15
F1,34.5,-96.92
F1,33.92,-94.83
F1,36.3,-95.28
F1,46.83,-101.0
F1,48.33,-99.08
F2,47.68,-99.2
F1,39.57,-93.93
F1,36.85,-94.4
F1,36.9,-94.33
F1,38.53,-77.0
F1,39.1,-77.0
F1,39.1,-76.6
F1,36.13,-81.05
F1,31.3,-92.58
F1,35.05,-83.95
F1,30.83,-93.32
F2,42.08,-84.4
F2,41.72,-84.42
F2,41.75,-84.42
F1,33.87,-101.75
F1,32.5,-92.13
F2,31.8,-91.83
F2,32.25,-91.57
F2,32.9,-93.45
F1,30.53,-92.13
F1,41.47,-79.13
F1,34.38,-78.77
F1,33.65,-80.8
F3,34.42,-82.75
F1,34.4,-82.75
F1,40.2,-95.05
F1,43.82,-96.95
F5,39.78,-83.72
F2,39.83,-83.57
F4,39.18,-84.48
F4,39.3,-84.38
F1,41.8,-78.03
F1,39.93,-77.57
F2,39.38,-84.23
F2,40.08,-82.85
F1,39.6,-83.0
F5,39.12,-84.67
F2,41.03,-84.4
F1,38.67,-83.75
F3,38.82,-83.6
F3,41.05,-84.45
F1,41.08,-84.47
F1,41.08,-84.7
F1,38.67,-83.77
F3,35.95,-85.97
F4,35.0,-86.5
F1,36.25,-85.6
F4,35.12,-86.15
F2,46.58,-99.77
F3,46.28,-99.35
F2,46.3,-98.93
F2,46.37,-99.1
F2,48.25,-101.57
F2,48.73,-100.48
F1,42.63,-96.87
F1,42.05,-101.03
F1,41.48,-100.52
F1,41.6,-73.28
F1,43.85,-92.58
F2,37.02,-92.43
F2,37.18,-92.0
F2,38.05,-91.4
F2,37.77,-90.78
F1,33.6,-91.47
F1,35.63,-91.07
F1,34.73,-91.77
F2,31.72,-86.12
F1,43.58,-70.32
F1,41.33,-98.47
F2,36.87,-94.5
F3,39.9,-92.27
F2,40.28,-91.5
F2,33.1,-89.9
F2,33.8,-89.3
F1,30.67,-89.68
F3,31.55,-89.18
F1,41.35,-72.42
F3,40.95,-99.43
F1,40.88,-98.98
F3,41.23,-99.25
F1,41.4,-99.6
F1,42.83,-73.5
F1,40.92,-73.85
F1,47.38,-92.62
F1,47.3,-92.23
F1,36.05,-90.4
F1,33.08,-93.68
F1,32.9,-110.83
F1,32.7,-110.77
F2,34.07,-90.6
F1,39.92,-94.42
F2,37.63,-89.63
F1,36.92,-89.33
F3,43.05,-83.55
F1,42.62,-83.33
F1,40.18,-104.08
F1,37.95,-102.13
F1,38.45,-104.82
F3,40.68,-103.17
F2,33.17,-90.87
F2,33.18,-90.67
F1,32.72,-90.93
F1,33.8,-89.3
F1,34.65,-88.55
F1,35.8,-92.87
F1,35.93,-92.45
F1,36.08,-92.12
F3,34.98,-90.78
F3,35.67,-93.53
F1,35.98,-92.25
F1,43.95,-84.23
F2,44.23,-85.47
F1,30.4,-89.07
F1,32.03,-89.53
F1,30.4,-88.52
F1,31.0,-89.45
F2,33.5,-89.8
F3,42.6,-71.23
F3,41.43,-99.13
F3,40.1,-97.93
F2,41.48,-98.75
F1,41.0,-97.57
F1,33.47,-112.47
F5,34.65,-87.12
F4,33.45,-87.83
F5,34.68,-87.07
F3,34.05,-85.82
F1,35.95,-113.57
F1,39.67,-106.82
F1,32.12,-111.03
F1,40.38,-106.18
F1,39.67,-104.58
F1,41.98,-100.5
F2,39.0,-99.7
F2,36.85,-84.3
F3,37.02,-84.87
F1,34.77,-84.95
F1,32.3,-84.03
F1,31.38,-84.95
F1,31.43,-84.73
F1,31.57,-84.75
F3,41.13,-95.07
F3,35.27,-97.93
F3,35.32,-97.75
F4,36.62,-84.95
F2,36.97,-84.12
F3,36.88,-84.6
F2,37.18,-83.95
F4,36.63,-84.78
F4,36.67,-84.73
F2,36.8,-84.43
F1,41.32,-87.2
F1,30.83,-83.28
F1,42.72,-94.13
F2,43.08,-94.02
F1,36.08,-87.4
F2,36.12,-86.85
F1,36.2,-86.53
F3,35.1,-84.92
F3,35.23,-84.7
F2,35.78,-83.92
F1,35.33,-84.57
F1,35.25,-85.02
F1,35.87,-104.18
F1,35.57,-89.65
F2,39.95,-76.1
F2,41.18,-89.17
F2,41.28,-89.07
F1,40.9,-91.27
F1,41.55,-90.7
F2,41.0,-91.15
F3,41.62,-90.6
F3,39.95,-88.07
F2,40.25,-87.63
F1,39.78,-97.78
F1,39.57,-97.62
F3,35.43,-84.62
F1,39.45,-88.37
F1,38.9,-88.17
F2,39.08,-87.62
F1,30.38,-82.98
F1,28.02,-81.9
F2,39.83,-88.28
F2,39.15,-89.65
F3,39.1,-88.33
F1,30.08,-84.5
F2,30.33,-82.77
F2,44.27,-101.32
F1,44.32,-101.77
F1,44.28,-101.67
F2,44.35,-101.02
F1,43.47,-100.48
F1,30.97,-84.68
F2,31.93,-81.93
F1,37.5,-97.3
F2,38.73,-98.92
F1,38.63,-99.0
F2,38.35,-99.25
F3,36.37,-94.9
F2,36.6,-95.0
F1,35.12,-95.75
F1,35.35,-97.53
F1,38.62,-99.3
F1,28.08,-82.78
F1,28.08,-82.68
F1,28.08,-82.58
F1,28.2,-82.47
F1,33.75,-85.28
F1,32.98,-84.58
F1,32.28,-81.72
F2,33.43,-89.13
F1,40.22,-88.6
F1,40.25,-90.67
F2,40.65,-89.18
F1,18.25,-66.0
F5,37.9,-86.3
F1,28.8,-81.87
F1,43.77,-117.1
F1,38.12,-85.7
F1,38.42,-85.38
F1,39.47,-89.2
F3,39.93,-88.93
F5,39.63,-84.05
F1,39.9,-97.98
F3,39.98,-88.23
F2,30.97,-91.98
F1,30.63,-92.4
F1,30.88,-90.92
F1,30.02,-90.23
F4,38.65,-85.58
F4,40.05,-85.27
F2,38.28,-95.23
F3,31.58,-93.83
F3,31.82,-92.95
F3,31.78,-92.97
F1,30.68,-92.27
F1,29.7,-91.3
F1,32.45,-92.42
F1,32.5,-91.85
F1,32.52,-91.47
F1,38.12,-98.18
F1,38.13,-98.2
F2,39.95,-86.22
F1,39.97,-86.1
F3,31.58,-93.83
F3,31.72,-93.43
F2,46.37,-98.73
F3,43.33,-93.22
F1,30.7,-91.42
F2,30.63,-90.18
F1,35.52,-97.8
F2,33.9,-96.38
F1,38.62,-86.58
F5,38.07,-86.75
F3,38.77,-86.3
F3,38.8,-86.27
F5,38.2,-86.5
F3,39.58,-85.87
F3,39.7,-85.78
F5,38.3,-86.28
F3,39.05,-85.88
F4,39.75,-85.65
F5,38.42,-86.08
F4,39.13,-85.72
F4,39.77,-85.62
F4,39.15,-85.7
F3,39.1,-85.8
F4,39.78,-85.57
F5,38.47,-86.0
F4,38.55,-85.75
F5,38.6,-85.73
F4,38.6,-85.67
F4,39.35,-85.28
F1,41.5,-91.5
F2,41.63,-91.35
F1,29.77,-90.83
F2,35.95,-85.28
F2,31.83,-81.7
F1,32.3,-81.23
F1,33.98,-83.72
F1,32.5,-83.2
F1,31.53,-83.85
F1,39.75,-75.87
F4,40.08,-85.25
F4,38.77,-85.27
F4,38.83,-85.2
F4,40.1,-85.23
F4,38.9,-85.08
F4,38.92,-85.27
F4,40.3,-85.05
F4,39.0,-84.97
F5,38.0,-86.17
F4,36.65,-85.37
F3,37.58,-84.78
F4,36.72,-85.27
F3,38.33,-84.43
F3,36.85,-84.97
F4,36.82,-85.03
F2,37.68,-84.93
F3,36.97,-84.75
F3,38.48,-84.18
F2,37.7,-84.87
F4,37.72,-84.5
F2,37.95,-98.07
F1,33.75,-116.95
F1,35.5,-97.47
F1,35.15,-96.7
F4,38.42,-96.22
F4,38.7,-95.97
F4,38.87,-95.9
F2,37.52,-98.9
F3,36.08,-95.77
F3,35.53,-96.53
F2,35.33,-97.15
F3,36.32,-95.57
F3,36.17,-95.42
F2,35.92,-96.12
F2,41.33,-90.55
F1,34.18,-116.37
F5,38.97,-84.88
F3,40.28,-87.48
F4,40.5,-87.13
F4,40.53,-87.1
F4,40.87,-86.57
F4,40.92,-86.52
F4,40.95,-86.47
F4,41.17,-86.1
F4,41.2,-86.05
F1,40.97,-85.73
F4,41.42,-85.65
F2,40.38,-85.97
F4,41.43,-85.63
F2,40.48,-85.87
F3,41.42,-85.47
F1,30.12,-85.72
F1,29.92,-85.43
F1,30.83,-85.0
F1,30.57,-84.73
F1,29.73,-84.88
F1,29.73,-84.88
F1,30.17,-83.58
F2,30.28,-82.12
F2,30.28,-82.07
F1,30.35,-81.67
F1,29.92,-81.48
F2,30.08,-81.68
F1,29.17,-81.83
F1,28.75,-82.42
F3,35.4,-96.68
F3,36.15,-95.9
F1,27.17,-80.27
F3,37.98,-83.88
F3,37.15,-84.28
F2,36.6,-84.77
F3,37.28,-84.18
F3,37.2,-100.7
F4,37.73,-84.48
F2,37.83,-84.43
F4,37.88,-84.27
F3,41.52,-85.28
F2,40.67,-85.5
F3,41.57,-85.22
F2,40.73,-85.25
F1,40.77,-85.15
F1,41.55,-86.4
F1,39.18,-86.52
F2,38.15,-97.7
F2,38.1,-97.85
F2,38.15,-97.82
F2,38.17,-97.15
F4,37.42,-86.57
F5,38.98,-84.87
F4,38.2,-85.75
F3,36.72,-86.53
F4,38.32,-85.53
F3,36.8,-86.4
F2,40.1,-88.1
F3,40.27,-91.48
F2,40.23,-90.95
F2,40.3,-90.92
F2,41.2,-90.45
F2,41.23,-90.42
F2,41.37,-90.05
F1,42.05,-89.27
F1,41.98,-89.58
F2,38.63,-96.7
F2,38.68,-96.53
F2,38.73,-96.48
F2,38.8,-96.43
F2,38.97,-95.95
F2,39.2,-95.5
F2,39.42,-95.5
F4,36.15,-96.3
F3,35.68,-96.8
F1,35.67,-96.77
F2,35.77,-96.68
F3,35.62,-96.73
F2,35.87,-96.4
F2,36.33,-95.88
F2,35.3,-96.78
F3,35.98,-96.0
F3,36.0,-96.1
F2,42.3,-93.65
F1,28.85,-81.67
F1,29.18,-82.13
F3,37.43,-84.92
F3,37.5,-84.87
F1,30.72,-87.23
F2,30.37,-86.65
F1,43.87,-84.32
F2,38.23,-84.65
F2,37.18,-78.2
F1,33.55,-91.57
F1,42.92,-106.68
F1,43.88,-107.08
F1,41.65,-104.87
F1,32.68,-82.52
F1,40.87,-102.32
F1,37.42,-77.47
F2,35.0,-84.75
F1,41.58,-85.38
F1,37.52,-75.93
F3,33.13,-85.47
F1,32.53,-91.35
F2,42.1,-83.45
F3,31.55,-90.2
F3,48.33,-102.85
F1,44.63,-107.67
F1,41.0,-106.17
F4,34.5,-84.15
F2,46.5,-100.08
F4,36.27,-96.12
F1,36.48,-86.97
F3,36.48,-84.6
F2,41.2,-98.98
F3,37.9,-80.78
F2,33.45,-87.05
F1,32.63,-93.27
F3,37.03,-84.4
F1,38.15,-79.17
F1,43.1,-88.93
F1,44.38,-108.05
F1,44.5,-107.72
F1,41.53,-109.48
F1,42.48,-104.07
F1,32.43,-92.57
F1,41.32,-105.83
F2,31.67,-89.4
F5,33.95,-87.95
F1,35.27,-96.03
F2,34.3,-96.0
F3,35.4,-97.6
F2,35.52,-97.37
F3,35.55,-97.35
F1,36.47,-97.7
F1,35.4,-97.57
F3,35.48,-97.3
F4,35.95,-96.65
F1,37.25,-82.42
F1,33.37,-84.83
F3,36.85,-81.92
F3,36.87,-81.82
F2,37.3,-80.03
F3,43.5,-88.75
F3,43.6,-88.4
F3,43.65,-88.17
F1,44.13,-90.78
F1,44.88,-88.32
F1,32.58,-100.25
F2,33.1,-98.6
F1,32.58,-100.25
F1,39.73,-90.25
F1,43.28,-92.73
F1,34.85,-100.3
F1,32.47,-97.38
F2,33.22,-96.22
F2,33.15,-95.95
F1,35.22,-101.72
F1,34.58,-100.65
F1,31.97,-105.63
F1,30.32,-89.93
F1,31.62,-92.78
F1,31.93,-105.03
F3,41.3,-90.58
F3,40.93,-90.4
F2,37.55,-89.0
F1,41.13,-87.87
F2,31.42,-103.48
F1,28.33,-82.18
F1,34.9,-100.27
F3,41.38,-90.67
F1,31.72,-97.23
F1,32.13,-101.62
F1,35.6,-101.28
F3,41.98,-90.27
F1,29.72,-90.63
F2,35.95,-100.58
F1,34.02,-98.42
F1,33.33,-97.7
F2,33.58,-95.45
F1,33.5,-94.9
F2,33.67,-95.38
F2,32.73,-96.28
F2,45.03,-90.17
F2,44.83,-89.17
F4,43.75,-88.83
F4,43.9,-88.68
F3,43.55,-88.75
F2,45.28,-88.07
F3,29.58,-95.75
F1,27.58,-97.47
F2,33.65,-97.2
F2,29.52,-94.48
F2,29.85,-93.98
F1,32.87,-93.73
F1,30.15,-93.58
F2,29.78,-95.57
F1,30.08,-93.78
F3,38.5,-85.23
F1,38.08,-83.12
F1,41.48,-91.45
F1,32.17,-81.92
F2,34.68,-84.5
F2,34.82,-84.35
F4,34.5,-85.05
F4,34.57,-84.97
F2,33.67,-85.35
F4,34.6,-84.93
F1,42.65,-87.9
F2,33.9,-84.92
F2,34.08,-84.73
F2,34.1,-84.72
F4,34.77,-84.77
F4,34.37,-84.33
F2,34.13,-84.67
F4,34.95,-84.3
F1,31.57,-95.5
F2,29.62,-95.17
F2,29.68,-95.07
F2,33.67,-95.38
F3,31.62,-95.58
F4,41.73,-93.62
F1,36.37,-94.23
F2,40.42,-86.87
F2,39.8,-85.52
F2,30.05,-94.1
F2,30.17,-94.12
F3,29.7,-95.02
F3,29.63,-94.37
F2,30.07,-94.1
F1,32.38,-98.97
F2,33.63,-97.15
F2,33.72,-96.9
F1,29.53,-96.95
F2,30.68,-97.67
F2,32.05,-96.68
F1,32.0,-97.13
F1,31.45,-98.57
F2,33.13,-95.6
F2,31.55,-97.25
F1,30.7,-91.6
F1,30.07,-94.12
F1,33.82,-102.2
F1,29.4,-94.8
F1,33.42,-99.97
F1,33.38,-101.7
F1,43.05,-89.32
F1,44.17,-89.6
F1,44.32,-89.52
F1,44.85,-91.23
F1,32.15,-91.7
F1,31.75,-93.12
F1,42.5,-94.27
F2,41.95,-93.68
F2,37.75,-85.92
F2,38.03,-84.9
F2,37.0,-85.08
F1,40.12,-89.33
F3,39.72,-89.13
F3,40.52,-88.62
F1,37.38,-81.55
F1,37.57,-81.45
F3,37.67,-81.27
F3,37.8,-81.02
F3,37.83,-80.97
F1,37.77,-81.17
F3,31.3,-94.27
F1,32.1,-94.6
F1,31.47,-100.48
F3,33.53,-96.85
F2,32.7,-97.5
F1,31.48,-103.23
F1,34.43,-100.42
F2,40.03,-86.3
F1,39.68,-98.37
F2,38.13,-96.57
F2,38.08,-96.5
F2,38.07,-96.48
F1,38.38,-85.33
F3,36.95,-86.15
F1,38.55,-85.0
F4,37.22,-85.47
F4,37.28,-85.4
F4,38.05,-85.07
F4,38.12,-84.95
F4,38.23,-84.73
F2,33.5,-95.38
F1,34.0,-102.17
F1,34.25,-102.22
F1,31.38,-92.62
F1,29.8,-91.52
F1,29.97,-92.13
F2,31.15,-93.27
F2,29.77,-93.47
F2,31.6,-91.7
F2,30.03,-90.25
F3,30.1,-92.68
F3,30.13,-92.62
F1,40.43,-90.67
F3,30.22,-92.37
F1,30.48,-91.98
F3,30.18,-92.07
F3,39.55,-88.18
F1,39.8,-88.3
F2,39.48,-88.4
F1,38.63,-88.85
F1,30.0,-97.15
F3,31.35,-94.82
F2,31.87,-94.18
F3,31.52,-94.12
F3,31.53,-93.98
F3,31.35,-94.0
F2,40.9,-89.03
F1,41.03,-90.1
F1,38.1,-98.1
F2,29.78,-95.53
F1,30.22,-95.75
F2,34.97,-83.38
F1,34.3,-83.83
F1,31.37,-84.17
F1,31.38,-84.0
F1,31.4,-83.38
F1,31.42,-83.12
F1,34.07,-101.95
F1,33.87,-101.68
F1,31.6,-100.73
F1,32.5,-101.17
F2,30.65,-84.42
F1,30.82,-86.22
F1,30.4,-86.33
F1,30.4,-97.62
F1,29.68,-99.07
F1,27.77,-98.25
F1,28.03,-81.98
F1,29.05,-96.52
F1,30.77,-103.02
F1,33.97,-103.05
F1,32.3,-101.97
F3,36.78,-84.7
F3,35.3,-85.97
F1,34.95,-102.17
F1,33.52,-101.43
F1,32.15,-81.93
F4,42.35,-91.48
F4,41.75,-92.18
F4,37.965053,-85.441695
F4,37.720363,-85.899945
F4,37.777765,-85.733687
F1,38.52,-77.02
F1,34.2,-86.58
